model,macro_f1_mean,macro_f1_std,qwk_mean,qwk_std,balanced_accuracy_mean,balanced_accuracy_std,log_loss_mean,log_loss_std,train_time_s_mean,train_time_s_std,peak_rss_gb_mean,peak_rss_gb_std,inference_latency_us_mean,inference_latency_us_std,model_size_mb_mean,model_size_mb_std
sklearn_lr,0.36190099602622927,0.012823253448525859,0.36505942301601524,0.01849896278395322,0.4035569686206375,0.03138313917797826,1.1743311296853296,0.039183660138039526,8.582871018908918,0.759736793323017,0.7047843933105469,0.0002789584590493979,44.77802338078618,11.56860222260275,0.0038518905639648438,0.0
sklearn_mlp,0.3026727955477106,0.018013836947843732,0.2854474822155014,0.05341669673222249,0.3088712789335532,0.012408671923993643,0.9281217685448573,0.015301449391168837,0.21287352731451392,0.05092740366409483,0.7087684631347656,0.0014691024703558794,124.96725749224424,22.554048561331214,0.4904451370239258,8.738904457566133e-05
spark_lr,0.3622822291515705,0.015095336745941393,0.360150104952193,0.03188131287620482,0.39916809383232865,0.029580841118838155,1.4610656637020178,0.12492738144550276,22.611999963223933,3.0069512361419646,0.7236473083496093,0.001581868807965364,145024.85345117748,8035.651626960721,,
spark_mlp,0.29963175920313756,0.016000132521725982,0.24855389632798025,0.03161999032009864,0.3000994623498865,0.017076177124180587,11.907217537901104,0.4158308341064536,4.288145491946489,0.2035896130407501,0.7251480102539063,0.0002828170347903961,134902.07531489432,8020.510662159096,,
pytorch_lr,0.346541500922455,0.014686285450391528,0.3352116712450406,0.025592375210102703,0.4188226801594343,0.03600064764706485,1.1363775584833846,0.03430001229011014,0.6556433410383761,0.39970151754119154,1.3505783081054688,0.006558701208306693,58.45332331955433,18.05891919587277,0.0033159255981445312,0.0
pytorch_mlp,0.3434567012674152,0.011441344186505168,0.3481238368063084,0.02448465301948742,0.4391430778230445,0.03508085480102224,1.1069138525212812,0.04358885829866241,0.14454721035435797,0.03797108672266074,1.4172103881835938,0.002577305459402682,81.74306619912386,4.615578628009082,0.08349323272705078,0.0
